model,compressed_bytes,uncompressed_bytes,compressed_mb,uncompressed_mb,compression_ratio
star,11749411,90477381,11.205111503601074,86.28595447540283,7.700588650784282
obt,19953348,195769779,19.028995513916016,186.70061016082764,9.811374963239253
